,Unnamed: 0,Unnamed: 0.1,TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements,Participant,Test,Gender,English,Dominance
0,0,0,2022-11-01 14:42:00.807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-9E89,308,RHS,Male,Yes,Right
1,1,1,2022-11-01 14:42:01.807,1.069272282302178,0.4465440695208239,1.002184783550153,0.8375387089066395,1.013466438472765,0.2272607476515716,1.33555503682864,0.2410458605961521,1.119236472381117,0.365163920949399,1.016726933074084,0.5070063659911613,0.9948635092376792,0.4390143760431325,0.7900429098500577,0.6302411516895505,0.5970090415724134,0.6200334142154912,0.3297933880274858,0.2906785970273953,777.2527472527473,788.9377289377289,914.6520146520148,819.96336996337,701.9047619047619,0.368347,-0.190857,0.926208,4.553375,-5.069275,-1.816864,1.0,2.0,1.0,2.0,2.0,90.0,,308,RHS,Male,Yes,Right
2,2,2,2022-11-01 14:42:02.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,308,RHS,Male,Yes,Right
3,3,3,2022-11-01 14:42:02.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,308,RHS,Male,Yes,Right
4,4,4,2022-11-01 14:42:02.810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,308,RHS,Male,Yes,Right
5,5,5,2022-11-01 14:42:02.812,1.069272282302178,0.4465440695208239,1.002184783550153,0.8375387089066395,1.013466438472765,0.2272607476515716,1.33555503682864,0.2410458605961521,1.119236472381117,0.365163920949399,1.016726933074084,0.5070063659911613,0.9948635092376792,0.4390143760431325,0.7900429098500577,0.6302411516895505,0.5970090415724134,0.6200334142154912,0.3297933880274858,0.2906785970273953,809.8901098901099,765.9706959706959,1382.857142857143,944.8717948717948,763.5531135531136,0.35675,-0.190186,0.925171,-4.82254,7.237549,-14.833984,1.0,2.0,1.0,2.0,2.0,90.0,,308,RHS,Male,Yes,Right
6,6,6,2022-11-01 14:42:03.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,308,RHS,Male,Yes,Right
7,7,7,2022-11-01 14:42:03.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,308,RHS,Male,Yes,Right
8,8,8,2022-11-01 14:42:03.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,308,RHS,Male,Yes,Right
9,9,9,2022-11-01 14:42:03.808,1.069272282302178,0.4465440695208239,1.002184783550153,0.8375387089066395,1.013466438472765,0.2272607476515716,1.33555503682864,0.2410458605961521,1.119236472381117,0.365163920949399,1.016726933074084,0.5070063659911613,0.9948635092376792,0.4390143760431325,0.7900429098500577,0.6302411516895505,0.5970090415724134,0.6200334142154912,0.3297933880274858,0.2906785970273953,789.7435897435897,764.7619047619048,583.4432234432235,759.1208791208792,605.2014652014652,0.231628,-0.190674,0.969421,-8.269348,-10.908661,-0.770111,1.0,2.0,1.0,2.0,2.0,90.0,,308,RHS,Male,Yes,Right
10,10,10,2022-11-01 14:42:04.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,308,RHS,Male,Yes,Right
11,11,11,2022-11-01 14:42:04.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,308,RHS,Male,Yes,Right
12,12,12,2022-11-01 14:42:04.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,308,RHS,Male,Yes,Right
