,Unnamed: 0,Unnamed: 0.1,TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements,Participant,Test,Gender,English,Dominance
0,0,0,2022-11-01 21:38:21.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-9E89,315,LHC,Male,Yes,Right
1,1,1,2022-11-01 21:38:21.804,1.1934669,0.0,-0.14265293,1.188849,0.6076184,0.0,0.10949523,0.8679434,0.49608606,0.0,0.50916314,0.84253395,0.48407632,0.0,0.9896071,0.7273318,0.21712542,0.0,1.2335432,0.4604158,846.1539,571.3553,765.16486,898.93774,976.7033,0.17291259765625,0.33636474609375,0.96710205078125,12.81524658203125,-12.3516845703125,-0.3289794921875,1.0,1.0,4.0,1.0,1.0,65.0,,315,LHC,Male,Yes,Right
2,2,2,2022-11-01 21:38:22.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,315,LHC,Male,Yes,Right
3,3,3,2022-11-01 21:38:22.812,1.1934669,0.0,-0.14265293,1.188849,0.6076184,0.0,0.10949523,0.8679434,0.49608606,0.0,0.50916314,0.84253395,0.48407632,0.0,0.9896071,0.7273318,0.21712542,0.0,1.2335432,0.4604158,869.92676,455.7143,822.381,879.59705,877.1795,0.26397705078125,0.38720703125,0.8985595703125,5.1141357421875,-4.702911376953125,1.27105712890625,1.0,2.0,4.0,1.0,2.0,65.0,,315,LHC,Male,Yes,Right
4,4,4,2022-11-01 21:38:23.828,1.1934669,0.0,-0.14265293,1.188849,0.6076184,0.0,0.10949523,0.8679434,0.49608606,0.0,0.50916314,0.84253395,0.48407632,0.0,0.9896071,0.7273318,0.21712542,0.0,1.2335432,0.4604158,836.4835,697.8755,789.7436,816.337,755.89746,0.255859375,0.3927001953125,0.89739990234375,2.452392578125,-5.076751708984375,-0.897216796875,1.0,2.0,4.0,1.0,2.0,65.0,,315,LHC,Male,Yes,Right
5,5,5,2022-11-01 21:38:24.833,1.1934669,0.0,0.81460696,1.188849,0.6076184,0.0,0.46260512,0.8679434,0.49608606,0.0,0.6643094,0.84253395,0.48407632,0.0,0.572961,0.7273318,0.21712542,0.0,-0.0594323,0.4604158,848.97437,923.1135,834.0659,849.7802,853.00366,0.2471923828125,0.3948974609375,0.90277099609375,3.252410888671875,-4.508514404296875,-0.725250244140625,1.0,2.0,4.0,1.0,2.0,65.0,,315,LHC,Male,Yes,Right
6,6,6,2022-11-01 21:38:25.846,0.8039993,0.0,1.0884247,0.8626951,0.8033512,0.0,1.1611234,0.7587796,0.93909067,0.0,1.3961043,0.9778469,0.5311513,0.0,0.5951513,0.6393172,0.31670803,0.0,-0.018137092,-0.050405573,824.3956,653.1502,802.23444,832.0513,782.8938,0.2576904296875,0.39990234375,0.90673828125,3.03558349609375,-4.9346923828125,-0.5084228515625,1.0,1.0,4.0,1.0,1.0,65.0,,315,LHC,Male,Yes,Right
7,7,7,2022-11-01 21:38:26.859,0.81961143,0.0,1.0080044,0.8842066,0.75417864,0.0,1.087058,0.6478622,0.917004,0.0,1.3822978,0.9798947,0.51470155,0.0,0.55655515,0.6937846,0.40150526,0.0,0.073434554,-0.004092504,832.0513,735.7509,799.81683,834.87177,770.0,0.258544921875,0.3994140625,0.90533447265625,4.08233642578125,-5.390777587890625,1.1065673828125,1.0,1.0,4.0,1.0,1.0,65.0,,315,LHC,Male,Yes,Right
8,8,8,2022-11-01 21:38:27.865,0.9553664,0.0,1.1670029,0.925236,0.6559414,0.0,0.6731681,0.5214537,0.6762685,0.0,0.7846735,0.5453517,0.7915338,0.0,0.315735,0.4823564,0.4227514,0.0,-0.025001587,-0.14140585,834.4689,544.7619,797.8022,839.304,936.4103,0.2437744140625,0.39630126953125,0.8985595703125,3.327178955078125,-3.775787353515625,0.097198486328125,1.0,1.0,4.0,1.0,1.0,65.0,,315,LHC,Male,Yes,Right
9,9,9,2022-11-01 21:38:28.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,315,LHC,Male,Yes,Right
10,10,10,2022-11-01 21:38:28.874,0.9922996,0.0,1.1604015,1.10114,0.7135201,0.0,1.0669601,0.48986724,0.81825083,0.0,1.1735545,0.8466374,0.65293634,0.0,0.43765065,0.47955903,0.4880481,0.0,0.107426554,0.014230929,796.5934,364.24908,776.4469,803.8461,901.3553,0.24359130859375,0.39947509765625,0.90081787109375,3.401947021484375,-3.99261474609375,0.067291259765625,1.0,1.0,4.0,1.0,1.0,65.0,,315,LHC,Male,Yes,Right
11,11,11,2022-11-01 21:38:29.914,0.98070043,0.0,1.1496902,1.2707151,0.7133489,0.0,1.1888556,0.42162523,0.752576,0.0,1.1720023,0.78653437,0.5493857,0.0,0.42915848,0.42492357,0.4981963,0.0,0.09203831,0.13874856,799.81683,514.5421,809.0842,779.67035,829.6337,0.24029541015625,0.4022216796875,0.89666748046875,3.39447021484375,-3.99261474609375,0.31402587890625,1.0,1.0,4.0,1.0,1.0,65.0,,315,LHC,Male,Yes,Right
